Appliances,Lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
220,0,20.1,45.6933333333,19.2,43.9,20,44.79,20,43.845,18,49.4,6.6566666667,84.3966666667,17.9266666667,40.03,18.55,47.545,17.1,45,7.1666666667,743.5,80.3333333333,7,32,4.0333333333
170,0,20.1,45.4,19.2,43.9,20,44.79,20,43.8266666667,17.9633333333,49.89,6.9333333333,83.1,17.9725,39.875,18.6,47.3522222222,17.1,44.8633333333,7.25,743.5,80,7,34,4.05
390,0,20.1,45.3266666667,19.2,43.856,19.9633333333,44.79,20,43.9666666667,17.89,50.2233333333,7.1266666667,82.8933333333,18,39.7,18.6,47.2,17.1,44.79,7.3333333333,743.5,79.6666666667,7,36,4.0666666667
90,0,20.1,45.3266666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.4333333333,82.3333333333,18,39.6633333333,18.5,47.2,17.1,44.7,7.4166666667,743.5,79.3333333333,7,38,4.0833333333
60,0,20.1666666667,46.9933333333,19.2,43.76,19.89,44.79,19.89,44.1633333333,17.89,50.56,7.5,81,18,39.59,18.5,47.1266666667,17.1666666667,44.6266666667,7.5,743.5,79,7,40,4.1
290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8566666667,44.16,17.8566666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666667,44.56,7.4166666667,743.5,79.3333333333,7.1666666667,40,4.0666666667
130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.8566666667,44.0266666667,17.8566666667,50.8633333333,7.4666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.3333333333,743.5,79.6666666667,7.3333333333,40,4.0333333333
140,0,20.0666666667,45.3633333333,19.1,43.745,19.89,44.8633333333,19.79,43.8633333333,17.79,50.9333333333,7.6566666667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80,7.5,40,4
240,0,20,44.9633333333,19.1,43.5955555556,19.89,44.8266666667,19.73,43.53,17.79,51,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.3266666667,7.1666666667,743.5,80.3333333333,7.6666666667,40,3.9666666667
50,0,20,44.76,19.1,43.4888888889,19.89,44.9,19.7,43.5,17.79,51,7.6233333333,78.73,17.945,39.565,18.5,47.1371428571,17.1,44.29,7.0833333333,743.5,80.6666666667,7.8333333333,40,3.9333333333
60,0,20,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51,7.69,77.1966666667,18.0777777778,39.4766666667,18.5,47.0113333333,17.1,44.23,7,743.5,81,8,40,3.9
60,0,20,44.4333333333,19.1,43.334,19.89,44.9,19.7,43.4666666667,17.79,51,7.56,76.3233333333,18.1833333333,39.275,18.5,46.9166666667,17.1,44.2,6.9833333333,743.55,80.1666666667,7.5,40,3.7333333333
60,0,20,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51,7.4333333333,76.4633333333,18.1833333333,39.09,18.5,46.8633333333,17.1,44.2,6.9666666667,743.6,79.3333333333,7,40,3.5666666667
370,0,20,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666667,6.95,743.65,78.5,6.5,40,3.4
200,0,20,44.06,19.0333333333,43.23,19.945,44.9,19.6,43.1266666667,17.79,51,6.9,77.6333333333,18.0666666667,39.06,18.5,47,17.1,44,6.9333333333,743.7,77.6666666667,6,40,3.2333333333
70,0,20,44.06,19,43.2,19.89,44.9,19.5666666667,43.06,17.7,51,6.9666666667,78.8266666667,18,39,18.4266666667,46.9333333333,17.1,43.9333333333,6.9166666667,743.75,76.8333333333,5.5,40,3.0666666667
50,0,20,44.09,19,43.1266666667,19.89,44.8266666667,19.5,43,17.7,51,6.9666666667,79.49,17.9725,39,18.4633333333,47,17.1,43.79,6.9,743.8,76,5,40,2.9
40,0,20,44.03,19,43.09,19.89,44.9,19.4633333333,43.06,17.7,51,6.8333333333,78.7566666667,17.89,39,18.39,47,17.1,43.79,6.8,743.8166666667,77,4.8333333333,40,3
40,0,19.9633333333,43.9,18.9266666667,43.09,19.89,44.9,19.39,43,17.7,51,6.3666666667,79.06,18.0333333333,39.09,18.39,46.9,17.1,43.7,6.7,743.8333333333,78,4.6666666667,40,3.1
30,0,19.9633333333,43.9,19.0333333333,43.06,19.89,44.79,19.445,43.145,17.7,51,6.4333333333,82.5333333333,18.1666666667,39.03,18.4975,46.6725,17.1,43.76,6.6,743.85,79,4.5,40,3.2
30,0,20,43.8633333333,19.1,43,19.89,44.79,19.5333333333,43.1633333333,17.7,51,6.9333333333,81.0266666667,18.3233333333,38.8333333333,18.6666666667,46.53,17.1666666667,43.79,6.5,743.8666666667,80,4.3333333333,40,3.3
30,0,20.0666666667,43.8633333333,19.1333333333,42.8633333333,19.89,44.76,19.6,43.03,17.7,51,7,76.8333333333,18.445,38.645,18.79,46.2233333333,17.1666666667,43.79,6.4,743.8833333333,81,4.1666666667,40,3.4
30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.8633333333,17.7,51,6.9333333333,75.1333333333,18.5285714286,38.2535714286,18.79,45.9808333333,17.2,43.79,6.3,743.9,82,4,40,3.5
40,0,20.1,43.73,19.1363636364,42.65,19.89,44.7,19.5333333333,42.79,17.7,51.06,6.7266666667,75.3333333333,18.4877777778,38.1877777778,18.78,45.8877777778,17.2,43.73,6.3333333333,743.95,80.8333333333,4.5,38.1666666667,3.3
50,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.6666666667,51,6.5266666667,73.76,18.39,38.027,18.7163636364,45.81,17.2,43.6633333333,6.3666666667,744,79.6666666667,5,36.3333333333,3.1
40,0,20.1,43.4333333333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51,6.3333333333,73.5,18.3757142857,38,18.7,45.79,17.2,43.53,6.4,744.05,78.5,5.5,34.5,2.9
40,0,20.1,43.1633333333,19.0375,42.53375,19.8233333333,44.73,19.29,42.59,17.6,50.9666666667,6.1233333333,75.7,18.242,37.9466666667,18.7,45.7245454545,17.1,43.4,6.4333333333,744.1,77.3333333333,6,32.6666666667,2.7
40,0,20.1,43.03,19.0076923077,42.43,19.79,44.7,19.29,42.59,17.6,50.9,6.19,76.3666666667,18.2,37.9,18.63125,45.711875,17.1,43.3266666667,6.4666666667,744.15,76.1666666667,6.5,30.8333333333,2.5
60,0,20.0666666667,42.8333333333,19,42.4181818182,19.79,44.7,19.26,42.56,17.6,50.9,6.1566666667,76.8933333333,18.1388888889,37.9055555556,18.6,45.79,17.1,43.26,6.5,744.2,75,7,29,2.3
60,10,20,42.6725,19,42.4333333333,19.79,44.6633333333,19.2,42.56,17.6,50.9,6.09,77.56,18.1,37.9454545455,18.6,45.8083333333,17.1,43.2,6.3166666667,744.2833333333,76.6666666667,7,30.8333333333,2.4333333333
210,20,20,42.53,18.99,42.4718181818,19.79,44.59,19.2,42.6266666667,17.6,50.79,6.09,77.995,18.1,38.045,18.6,45.9,17.1,43.145,6.1333333333,744.3666666667,78.3333333333,7,32.6666666667,2.5666666667
380,20,20.0333333333,43.4966666667,18.9022222222,42.58,19.8233333333,44.59,19.2,42.76,17.6,50.73,6.06,78.7,18.0181818182,38.0572727273,18.5363636364,46,17.1,43,5.95,744.45,80,7,34.5,2.7
370,40,20.0333333333,42.9633333333,18.89,42.56,19.89,44.59,19.36,43.5666666667,17.5333333333,50.79,5.9333333333,81.0333333333,18,38.3441666667,18.5,46,17.1,43,5.7666666667,744.5333333333,81.6666666667,7,36.3333333333,2.8333333333
230,30,20,43.16,18.89,42.7966666667,19.89,44.59,19.6933333333,43.9,17.6,50.79,5.5266666667,82.8933333333,18.0666666667,38.9,18.5,46.1266666667,17.0666666667,42.93,5.5833333333,744.6166666667,83.3333333333,7,38.1666666667,2.9666666667
80,40,20,43.9,18.8566666667,43.4,19.79,44.4666666667,20.1633333333,43.8333333333,17.6,50.745,5.26,83.4333333333,18.1333333333,39.3266666667,18.5,46.3333333333,17,42.8633333333,5.4,744.7,85,7,40,3.1
90,30,20,43.7,18.8566666667,43.4666666667,19.79,44.4666666667,20.29,43.6266666667,17.5,50.8266666667,5.06,84.2566666667,18.2,39.3266666667,18.6,46.6266666667,17.0333333333,42.8266666667,5.3,744.75,86,6.8333333333,40,3.15
70,20,20,43.76,18.9266666667,43.3633333333,19.79,44.4,20.2,43.49,17.5,50.9,4.9333333333,85.0633333333,18.245,39.45,18.6666666667,46.8333333333,17.0333333333,42.8266666667,5.2,744.8,87,6.6666666667,40,3.2
40,10,20.0333333333,44,19,43.29,19.79,44.4,20.2,43.0966666667,17.5,51,4.9333333333,86.4566666667,18.2,39.26,18.7,47.0266666667,17,42.7,5.1,744.85,88,6.5,40,3.25
40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51,5,87.6633333333,18.2,39.1266666667,18.76,46.9,17,42.76,5,744.9,89,6.3333333333,40,3.3
30,0,20.1,44.2,19.245,43.245,19.89,44.3266666667,19.9633333333,42.59,17.5,51.09,4.9,88.6333333333,18.1,39.09,18.7,46.7675,17,42.79,4.9,744.95,90,6.1666666667,40,3.35
50,0,20.1,44.1266666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666667,18.1,39.09,18.7,46.645,17,42.79,4.8,745,91,6,40,3.4
50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.8566666667,42.56,17.5,51,4.8666666667,90.2266666667,18.0666666667,39.06,18.6,46.5,17,42.79,4.75,745.0333333333,91.3333333333,6.1666666667,40,3.4
60,0,20.1,44,19.39,42.9,19.79,44.1266666667,19.79,42.5,17.5,51,4.8666666667,90.8933333333,18,39,18.5333333333,46.56,16.9266666667,42.79,4.7,745.0666666667,91.6666666667,6.3333333333,40,3.4
50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51,4.9333333333,91.4,17.9633333333,39,18.5,46.9,16.89,42.79,4.65,745.1,92,6.5,40,3.4
60,0,20.1,43.8266666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51,4.9333333333,91.26,17.89,39,18.5,47.1266666667,16.9633333333,42.8633333333,4.6,745.1333333333,92.3333333333,6.6666666667,40,3.4
60,0,20.0333333333,43.73,19.39,42.6633333333,19.79,44.2,19.6666666667,42.56,17.5,50.9666666667,4.6266666667,90.9633333333,17.89,39,18.5,47.26,16.89,42.9,4.55,745.1666666667,92.6666666667,6.8333333333,40,3.4
60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39,18.5,47.3266666667,16.89,42.9,4.5,745.2,93,7,40,3.4
50,0,20.0666666667,43.49,19.3566666667,42.5,19.79,44.29,19.6,42.5,17.5,50.8633333333,4.3666666667,92.46,17.79,38.9,18.5,47.4,16.89,42.9,4.5333333333,745.3166666667,92.6666666667,6.8333333333,40,3.4
50,0,20,43.29,19.29,42.4333333333,19.79,44.29,19.5333333333,42.5,17.5,50.79,4.53,93.19,17.79,38.9,18.39,47.4,16.89,42.9,4.5666666667,745.4333333333,92.3333333333,6.6666666667,40,3.4
50,0,20,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79,4.59,93.19,17.79,38.9,18.39,47.4,16.89,42.845,4.6,745.55,92,6.5,40,3.4
50,0,20,43.06,19.26,42.4666666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.9666666667,18.39,47.4,16.89,42.8266666667,4.6333333333,745.6666666667,91.6666666667,6.3333333333,40,3.4
50,0,19.9266666667,43,19.2,42.4,19.79,44.29,19.4633333333,42.4666666667,17.39,50.59,4.3666666667,92.9333333333,17.79,39,18.39,47.4,16.89,42.9,4.6666666667,745.7833333333,91.3333333333,6.1666666667,40,3.4
60,0,19.89,42.8633333333,19.2,42.3266666667,19.79,44.29,19.39,42.4,17.39,50.53,4.2633333333,93.3666666667,17.73,39,18.39,47.4,16.89,42.9,4.7,745.9,91,6,40,3.4
60,0,19.89,42.79,19.2,42.3266666667,19.79,44.26,19.39,42.4333333333,17.39,50.5,4.2633333333,93.8933333333,17.7,39,18.39,47.3266666667,16.89,42.9,4.8,745.95,90.5,6.1666666667,38.1666666667,3.4166666667
40,0,19.89,42.7,19.1,42.3633333333,19.79,44.2,19.3233333333,42.5,17.39,50.4666666667,4.4,94.2633333333,17.7,39,18.29,47.29,16.89,42.9,4.9,746,90,6.3333333333,36.3333333333,3.4333333333
30,0,19.8233333333,42.6266666667,19.1,42.29,19.79,44.1633333333,19.29,42.5,17.39,50.4,4.4666666667,94.3966666667,17.7,39,18.29,47.29,16.89,42.8266666667,5,746.05,89.5,6.5,34.5,3.45
30,20,19.79,42.59,19.0444444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.6233333333,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89,6.6666666667,32.6666666667,3.4666666667
30,10,19.79,42.7233333333,19,42.0563636364,19.7,44,19.29,42.69,17.39,50.3266666667,4.69,94.26,17.7245454545,39.3272727273,18.29,47.4816666667,16.79,42.79,5.2,746.15,88.5,6.8333333333,30.8333333333,3.4833333333
40,0,19.76,42.76,19,41.8866666667,19.7,44.06,19.29,42.73,17.39,50.29,4.8333333333,94.3966666667,17.78,39.6894444444,18.3627272727,47.7054545455,16.89,43.1966666667,5.3,746.2,88,7,29,3.5
50,10,19.7,42.7,19,41.9883333333,19.7,44.1266666667,19.23,42.79,17.39,50.29,4.9666666667,94.59,17.8066666667,40.1961111111,18.479375,48.3425,16.89,43.7966666667,5.3333333333,746.2666666667,87.3333333333,6.8333333333,30.8333333333,3.4
50,0,19.7,42.7,19,42.0642857143,19.7,44.2,19.2,43,17.39,50.3266666667,5.09,94.6266666667,17.8566666667,40.6922222222,18.5588235294,48.8417647059,16.89,44.1933333333,5.3666666667,746.3333333333,86.6666666667,6.6666666667,32.6666666667,3.3
50,0,19.6333333333,42.6266666667,18.910625,42.2525,19.73,44.29,19.2,43.1333333333,17.39,50.4666666667,5.09,94.2933333333,17.89,40.9377777778,18.6,49.3227272727,16.89,44.66,5.4,746.4,86,6.5,34.5,3.2
40,0,19.6666666667,43,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.6333333333,17.84,41.085,18.6,49.664375,16.9266666667,45.0966666667,5.4333333333,746.4666666667,85.3333333333,6.3333333333,36.3333333333,3.1
50,0,19.6,43,18.89,42.5,19.79,44.4333333333,19.2,43.3633333333,17.39,50.6633333333,5.2725,92.47,17.8445454545,41.2736363636,18.6,50.0590909091,16.9266666667,45.43,5.4666666667,746.5333333333,84.6666666667,6.1666666667,38.1666666667,3
40,0,19.6,43,18.89,42.645,19.79,44.5,19.1333333333,43.4,17.3566666667,50.79,5.3666666667,90.8,17.84625,41.44125,18.6333333333,50.39,17,45.7,5.5,746.6,84,6,40,2.9
40,0,19.5333333333,43,18.8081818182,42.7,19.79,44.53,19.1333333333,43.4666666667,17.3566666667,50.8633333333,5.5,89.1,17.89,41.59,18.6142857143,50.5671428571,17,45.8333333333,5.5833333333,746.7333333333,83.3333333333,6.3333333333,40,2.8666666667
40,0,19.5,43.09,18.79,42.75625,19.79,44.59,19.1,43.5,17.29,51.03,5.56,87.3666666667,17.8011111111,41.7277777778,18.6,50.8828571429,17,46.03,5.6666666667,746.8666666667,82.6666666667,6.6666666667,40,2.8333333333
40,0,19.5,43.09,18.79,42.8616666667,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.9388888889,18.625,51.25,17,46.1633333333,5.75,747,82,7,40,2.8
50,0,19.5,43.145,18.79,43,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.6233333333,17.79,42.1266666667,18.7,51.465,17,46.29,5.8333333333,747.1333333333,81.3333333333,7.3333333333,40,2.7666666667
50,0,19.5,43.2,18.775,43.045,19.89,44.8266666667,19.0333333333,43.53,17.29,51.29,5.8,83.8266666667,17.79,42.294,18.7,51.59,17,46.53,5.9166666667,747.2666666667,80.6666666667,7.6666666667,40,2.7333333333
50,0,19.4266666667,43.2,18.7,43.09,19.89,44.9,19,43.59,17.29,51.4,5.8666666667,82.56,17.84,42.495,18.7,51.63125,17,46.6633333333,6,747.4,80,8,40,2.7
30,0,19.39,43.2,18.7,43.2,19.89,44.845,19,43.59,17.29,51.4,6,80.9566666667,17.8042857143,42.5864285714,18.7257142857,51.7942857143,17,46.8266666667,5.8833333333,747.5333333333,81.3333333333,8,37.8333333333,2.8333333333
20,0,19.39,43.26,18.7,43.26,19.89,44.8633333333,18.9633333333,43.6266666667,17.29,51.5,6,80.69,17.815,42.9,18.79,51.925,17,46.9666666667,5.7666666667,747.6666666667,82.6666666667,8,35.6666666667,2.9666666667
30,0,19.39,43.29,18.6909090909,43.31,19.89,44.79,18.89,43.7,17.29,51.59,5.73,84.0333333333,17.89,43.156,18.75,52.1855555556,17,47.1266666667,5.65,747.8,84,8,33.5,3.1
20,0,19.39,43.3633333333,18.6777777778,43.3977777778,19.89,44.79,18.89,43.7,17.29,51.59,5.53,86.56,17.89,43.2,18.815,52.25,17,47.26,5.5333333333,747.9333333333,85.3333333333,8,31.3333333333,3.2333333333
40,0,19.39,43.4,18.6428571429,43.4285714286,19.8233333333,44.73,18.89,43.76,17.29,51.7,5.5,87.4566666667,17.89,43.4271428571,18.8757142857,52.3214285714,17,47.4333333333,5.4166666667,748.0666666667,86.6666666667,8,29.1666666667,3.3666666667
50,0,19.3233333333,43.4666666667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7,5.56,86.33,17.89,43.59,18.7514285714,52.29,17,47.56,5.3,748.2,88,8,27,3.5
60,0,19.29,43.5,18.6,43.5,19.79,44.76,18.89,43.8266666667,17.29,51.73,5.5,86.3266666667,17.89,43.59,18.7,52.4333333333,17.0333333333,47.7666666667,5.3,748.3166666667,88.5,8,26,3.5666666667
50,0,19.29,43.56,18.6,43.56,19.79,44.79,18.89,43.9,17.29,51.79,5.4333333333,87.4666666667,17.89,43.6633333333,18.7,52.6333333333,17.0333333333,47.9666666667,5.3,748.4333333333,89,8,25,3.6333333333
40,0,19.29,43.59,18.5888888889,43.59,19.8566666667,44.8633333333,18.79,43.9,17.29,51.9,5.4,89.3266666667,17.89,43.8622222222,18.7,53.1733333333,17,48.1566666667,5.3,748.55,89.5,8,24,3.7
40,0,19.29,43.59,18.5,43.59,19.89,44.9,18.79,43.9,17.29,51.9,5.4,89.97,17.89,44,18.7,53.4666666667,17,48.3633333333,5.3,748.6666666667,90,8,23,3.7666666667
50,0,19.29,43.7,18.5,43.6358333333,19.89,44.9,18.79,43.9333333333,17.29,51.9333333333,5.4,89.8333333333,17.89,44.365,18.7,54.00625,17.1,48.6566666667,5.3,748.7833333333,90.5,8,22,3.8333333333
40,0,19.29,43.76,18.5,43.68625,19.89,44.9,18.79,44,17.29,52,5.4,89.2633333333,17.979375,44.679375,18.7,54.5571428571,17.0333333333,48.79,5.3,748.9,91,8,21,3.9
40,0,19.2,43.7,18.5,43.7,19.89,44.9666666667,18.79,44,17.29,52.03,5.4666666667,89.19,18,44.755,18.705,54.8477777778,17.1,48.9633333333,5.3333333333,749.0833333333,90.6666666667,8,21.5,3.8833333333
50,0,19.2,43.76,18.5,43.775,19.89,45,18.79,44.06,17.23,52.03,5.5,88.3933333333,18,44.765,18.75,55,17.1,49.09,5.3666666667,749.2666666667,90.3333333333,8,22,3.8666666667
50,0,19.2,43.79,18.5,43.845,19.89,45,18.76,44.09,17.26,52.09,5.56,87.3266666667,18,44.6938888889,18.705,54.9444444444,17.1,49.23,5.4,749.45,90,8,22.5,3.85
50,0,19.2,43.8633333333,18.5,43.9,19.89,45,18.7,44.09,17.26,52.1633333333,5.59,86.06,18,44.6816666667,18.73,54.9611111111,17.1,49.3175,5.4333333333,749.6333333333,89.6666666667,8,23,3.8333333333
40,0,19.2,43.9,18.4830769231,43.8619230769,19.9633333333,45,18.7,44.1266666667,17.2,52.09,5.6566666667,86,18,44.6083333333,18.765,54.8816666667,17.1,49.4666666667,5.4666666667,749.8166666667,89.3333333333,8,23.5,3.8166666667
30,0,19.1,43.9333333333,18.4938888889,43.79,19.89,45.03,18.7,44.1266666667,17.2,52.1633333333,5.69,85.3333333333,18,44.7144444444,18.74,54.765,17.1,49.53,5.5,750,89,8,24,3.8
20,0,19.1,44,18.4205555556,43.8083333333,19.89,45.0675,18.7,44.1266666667,17.2,52.23,5.69,85.06,18.0111111111,44.785,18.725,54.6572222222,17.1,49.59,5.4833333333,750.2,89,8,24,3.7833333333
20,0,19.1,44,18.3961111111,43.7961111111,19.89,45,18.7,44.2,17.2,52.29,5.69,84.76,18.0333333333,44.755,18.71,54.545,17.1,49.59,5.4666666667,750.4,89,8,24,3.7666666667
20,0,19.1,44,18.39,43.79,19.89,45,18.7,44.2,17.2,52.29,5.69,84.6333333333,18.0611111111,44.7944444444,18.73,54.4327777778,17.1,49.6633333333,5.45,750.6,89,8,24,3.75
50,0,19.1,44.09,18.39,43.79,19.8233333333,44.9333333333,18.7,44.2,17.2,52.4,5.7266666667,83.1966666667,18.0277777778,44.6944444444,18.715,54.2922222222,17.1,49.7,5.4333333333,750.8,89,8,24,3.7333333333
50,0,19.1,44.09,18.3718181818,43.84,19.79,44.9333333333,18.6333333333,44.1266666667,17.2,52.4,5.8,82.2566666667,18,44.6572222222,18.725,54.205,17.1,49.76,5.4166666667,751,89,8,24,3.7166666667
50,0,19.0333333333,44.03,18.3076470588,43.9,19.79,45,18.6333333333,44.2,17.2,52.4333333333,5.8333333333,80.99,18,44.6694444444,18.7,54.1492307692,17.1,49.79,5.4,751.2,89,8,24,3.7
40,0,19.0333333333,44.09,18.3429411765,43.9,19.8233333333,45.03,18.6,44.145,17.2,52.5,5.8333333333,80.1966666667,18.05,44.6633333333,18.7245454545,54.09,17.1,49.79,5.3666666667,751.3166666667,89.1666666667,8,23.6666666667,3.6833333333
40,0,19,44.09,18.34,43.9166666667,19.8233333333,45.03,18.6,44.1266666667,17.2,52.5,5.8,80.14,18,44.6877777778,18.74,54.09,17.2,49.9,5.3333333333,751.4333333333,89.3333333333,8,23.3333333333,3.6666666667
50,0,19,44.09,18.29,43.9055555556,19.89,45.06,18.6,44.2,17.2,52.5,5.7633333333,79.73,18,44.7811111111,18.725,54.015,17.2,49.9,5.3,751.55,89.5,8,23,3.65
40,0,19,44.09,18.29,43.9,19.89,45.06,18.5333333333,44.2,17.2,52.59,5.6233333333,79.8633333333,18.0277777778,44.9155555556,18.7,53.9277777778,17.2,49.9666666667,5.2666666667,751.6666666667,89.6666666667,8,22.6666666667,3.6333333333
50,0,19,44.1633333333,18.29,43.9388888889,19.89,45.06,18.6,44.2,17.2,52.59,5.6233333333,80.0266666667,18.0277777778,44.95,18.7,53.8572222222,17.2,49.9666666667,5.2333333333,751.7833333333,89.8333333333,8,22.3333333333,3.6166666667
50,0,18.9633333333,44.2,18.273125,43.98125,19.89,45.06,18.5666666667,44.2,17.2,52.59,5.69,79.6333333333,18.0125,44.891875,18.7,53.784375,17.2,50,5.2,751.9,90,8,22,3.6
50,0,18.89,44.2,18.29,44,19.89,45.09,18.5,44.2,17.2,52.6633333333,5.56,78.83,18,44.834,18.7,53.7257142857,17.2,50.06,5.1666666667,752.05,90,7.8333333333,22.1666666667,3.5666666667
40,0,18.89,44.2,18.245,44,19.89,45.09,18.5,44.2,17.1,52.7,5.4333333333,78.43,18,44.9,18.7,53.6633333333,17.2,50.1266666667,5.1333333333,752.2,90,7.6666666667,22.3333333333,3.5333333333
40,0,18.89,44.2,18.2,44,19.9633333333,45.09,18.5,44.2,17.1666666667,52.7,5.2266666667,78.8233333333,18,44.9454545455,18.7,53.59,17.2,50.2,5.1,752.35,90,7.5,22.5,3.5
50,0,18.89,44.23,18.2,44,19.89,45.09,18.5,44.2,17.2,52.79,5.3666666667,78.9633333333,18,45.0671428571,18.7,53.5,17.2,50.2,5.0666666667,752.5,90,7.3333333333,22.6666666667,3.4666666667
20,0,18.89,44.29,18.2,44,19.9266666667,45.09,18.5,44.2,17.2,52.79,5.5,78.6333333333,18,45.2409090909,18.7,53.42,17.2,50.2,5.0333333333,752.65,90,7.1666666667,22.8333333333,3.4333333333
20,0,18.89,44.29,18.2,44,19.9266666667,45.03,18.4633333333,44.1633333333,17.1666666667,52.79,5.56,78.3666666667,18.0055555556,45.3016666667,18.7,53.3870588235,17.2,50.26,5,752.8,90,7,23,3.4
50,0,18.865,44.365,18.2,44,19.89,45.06,18.4633333333,44.1633333333,17.1333333333,52.79,5.59,78.6,18.0333333333,45.3966666667,18.7,53.2984615385,17.2,50.3266666667,5.0166666667,752.9833333333,89.8333333333,6.8333333333,25.8333333333,3.4
30,10,18.79,44.7233333333,18.2,44.0666666667,19.815,44.82,18.39,44.1266666667,17.1,52.79,5.59,78.9333333333,18.0571428571,45.55,18.7,53.29,17.2,50.3266666667,5.0333333333,753.1666666667,89.6666666667,6.6666666667,28.6666666667,3.4
50,10,18.89,45.03,18.2,44.29375,19.73,44.6266666667,18.39,44.1266666667,17.1666666667,53.3233333333,5.59,79.16,18.0714285714,45.5257142857,18.6818181818,53.2536363636,17.2,50.29,5.05,753.35,89.5,6.5,31.5,3.4
50,10,18.89,45.09,18.1727272727,44.4163636364,19.7,44.59,18.39,44.09,18.85,84.9,5.53,79.3,18,45.1725,18.6272727273,53.1645454545,17.2,50.29,5.0666666667,753.5333333333,89.3333333333,6.3333333333,34.3333333333,3.4
200,0,18.89,45,18.1818181818,44.5409090909,19.7,44.53,18.39,44.1633333333,18.76,84.79,5.53,79.4666666667,18.05,46.0807142857,18.6428571429,53.2642857143,17.2,50.3266666667,5.0833333333,753.7166666667,89.1666666667,6.1666666667,37.1666666667,3.4
110,10,18.89,45,18.15,44.59,19.6,44.2233333333,18.39,44.1633333333,18.9666666667,83.5233333333,5.59,79.3333333333,18.1,46.2633333333,18.6,53.14,17.2,50.4,5.1,753.9,89,6,40,3.4
80,10,18.79,44.6333333333,18.1,44.1966666667,19.5333333333,43.83,18.39,44.09,19.76,73.5233333333,5.59,79.35,18.1,45.6566666667,18.6,52.8266666667,17.2,50.2233333333,5.0833333333,753.9666666667,89.1666666667,5.8333333333,36.6666666667,3.4
50,0,18.79,44.5,18.1,43.9666666667,19.5,43.9,18.39,44.09,19.3,66.79,5.59,79.4,18,44.8333333333,18.6,52.3,17.2,49.9633333333,5.0666666667,754.0333333333,89.3333333333,5.6666666667,33.3333333333,3.4
50,0,18.79,44.59,18.05,43.845,19.5,43.9666666667,18.39,43.9666666667,18.89,63.09,5.59,79.5933333333,17.945,44.295,18.55,51.895,17.2,49.6,5.05,754.1,89.5,5.5,30,3.4
50,0,18.79,44.53,18.1,43.8175,19.5,44,18.3233333333,43.9,18.615,59.8633333333,5.59,79.8966666667,17.89,43.1583333333,18.5,51.4975,17.2,49.1933333333,5.0333333333,754.1666666667,89.6666666667,5.3333333333,26.6666666667,3.4
